strain	strain_name	date	country	host	subtype
OM001421	RvA1B/USA/2021/CZ5GSB	2021-XX-XX	USA	Homo sapiens	1
OM001424	RvA1B/USA/2021/D8BW6L	2021-XX-XX	USA	Homo sapiens	1
OM001426	RvA1B/USA/2021/DR2R7H	2021-XX-XX	USA	Homo sapiens	1
OM001427	RvA1B/USA/2021/FGKUDS	2021-XX-XX	USA	Homo sapiens	1
OM001430	RvA1B/USA/2021/GB7FV4	2021-XX-XX	USA	Homo sapiens	1
OM001432	RvA1B/USA/2021/HMGH6S	2021-XX-XX	USA	Homo sapiens	1
OM001433	RvA1B/USA/2021/HNEU7L	2021-XX-XX	USA	Homo sapiens	1
OM001436	RvA1B/USA/2021/KP9STE	2021-XX-XX	USA	Homo sapiens	1
OM001441	RvA1B/USA/2021/MZKYMT	2021-XX-XX	USA	Homo sapiens	1
OM001457	RvA1B/USA/2021/V9DKA2	2021-XX-XX	USA	Homo sapiens	1
OM001458	RvA1B/USA/2021/VATU89	2021-XX-XX	USA	Homo sapiens	1
OM001461	RvA1B/USA/2021/WRH49C	2021-XX-XX	USA	Homo sapiens	1
OM001462	RvA1B/USA/2021/WS8YFT	2021-XX-XX	USA	Homo sapiens	1
OM001468	RvA1B/USA/2021/YUF486	2021-XX-XX	USA	Homo sapiens	1
OM001470	RvA1B/USA/2021/ZRHBLH	2021-XX-XX	USA	Homo sapiens	1
OK254826	RvA1B/USA/2021/3N6HQS	2021-XX-XX	USA	Homo sapiens	1
OK254827	RvA1B/USA/2021/3RJ4G3	2021-XX-XX	USA	Homo sapiens	1
OK254830	RvA1B/USA/2021/5DSSHD	2021-XX-XX	USA	Homo sapiens	1
OK254833	RvA1B/USA/2021/7KVLFA	2021-XX-XX	USA	Homo sapiens	1
OK254837	RvA1B/USA/2021/7WSMPE	2021-XX-XX	USA	Homo sapiens	1
OK254838	RvA1B/USA/2021/8WTAN9	2021-XX-XX	USA	Homo sapiens	1
OK254842	RvA1B/USA/2021/92J225	2021-XX-XX	USA	Homo sapiens	1
OK254843	RvA1B/USA/2021/97Y7SV	2021-XX-XX	USA	Homo sapiens	1
OK254844	RvA1B/USA/2021/A42MFC	2021-XX-XX	USA	Homo sapiens	1
OK254845	RvA1B/USA/2021/ARQ8Y8	2021-XX-XX	USA	Homo sapiens	1
OK254851	RvA1B/USA/2021/CZ5GSB	2021-XX-XX	USA	Homo sapiens	1
OK254854	RvA1B/USA/2021/EVSY9G	2021-XX-XX	USA	Homo sapiens	1
OK254857	RvA1B/USA/2021/GB7FV4	2021-XX-XX	USA	Homo sapiens	1
OK254859	RvA1B/USA/2021/H23QU5	2021-XX-XX	USA	Homo sapiens	1
OK254864	RvA1B/USA/2021/LW9JDF	2021-XX-XX	USA	Homo sapiens	1
OK254865	RvA1B/USA/2021/MAPNPK	2021-XX-XX	USA	Homo sapiens	1
OK254867	RvA1B/USA/2021/N9PF6N	2021-XX-XX	USA	Homo sapiens	1
OK254873	RvA1B/USA/2021/R2SDRZ	2021-XX-XX	USA	Homo sapiens	1
OK254875	RvA1B/USA/2021/RH7JDE	2021-XX-XX	USA	Homo sapiens	1
OK254877	RvA1B/USA/2021/UGFYLX	2021-XX-XX	USA	Homo sapiens	1
OK254879	RvA1B/USA/2021/V9DKA2	2021-XX-XX	USA	Homo sapiens	1
OK539460	RvA1B/USA/2021/2XMJUN	2021-XX-XX	USA	Homo sapiens	1
OK539461	RvA1B/USA/2021/3A6J5A	2021-XX-XX	USA	Homo sapiens	1
OK539463	RvA1B/USA/2021/4DT8NJ	2021-XX-XX	USA	Homo sapiens	1
OK539469	RvA1B/USA/2021/9DKNMR	2021-XX-XX	USA	Homo sapiens	1
OK539470	RvA1B/USA/2021/9RFN56	2021-XX-XX	USA	Homo sapiens	1
OK539475	RvA1B/USA/2021/AKZ22S	2021-XX-XX	USA	Homo sapiens	1
OK539479	RvA1B/USA/2021/CTAC6S	2021-XX-XX	USA	Homo sapiens	1
OK539480	RvA1B/USA/2021/D9DHCK	2021-XX-XX	USA	Homo sapiens	1
OK539481	RvA1B/USA/2021/DJJVMF	2021-XX-XX	USA	Homo sapiens	1
OK539482	RvA1B/USA/2021/EF9NRQ	2021-XX-XX	USA	Homo sapiens	1
OK539483	RvA1B/USA/2021/EZ2KF3	2021-XX-XX	USA	Homo sapiens	1
OK539485	RvA1B/USA/2021/FU78FL	2021-XX-XX	USA	Homo sapiens	1
OK539486	RvA1B/USA/2021/FWG66S	2021-XX-XX	USA	Homo sapiens	1
OK539489	RvA1B/USA/2021/HBTE45	2021-XX-XX	USA	Homo sapiens	1
OK539490	RvA1B/USA/2021/HEDK4S	2021-XX-XX	USA	Homo sapiens	1
OK539492	RvA1B/USA/2021/HZV758	2021-XX-XX	USA	Homo sapiens	1
OK539493	RvA1B/USA/2021/J9NM6M	2021-XX-XX	USA	Homo sapiens	1
OK539497	RvA1B/USA/2021/NP4KDF	2021-XX-XX	USA	Homo sapiens	1
OK539500	RvA1B/USA/2021/RHBX99	2021-XX-XX	USA	Homo sapiens	1
OK539506	RvA1B/USA/2021/TSWDRU	2021-XX-XX	USA	Homo sapiens	1
OK539507	RvA1B/USA/2021/UEVPTX	2021-XX-XX	USA	Homo sapiens	1
OK539508	RvA1B/USA/2021/UMGQNH	2021-XX-XX	USA	Homo sapiens	1
OK649360	RvA1B/USA/2021/2SK53J	2021-XX-XX	USA	Homo sapiens	1
OK649366	RvA1B/USA/2021/5AS469	2021-XX-XX	USA	Homo sapiens	1
OK649368	RvA1B/USA/2021/5UJU3X	2021-XX-XX	USA	Homo sapiens	1
OK649370	RvA1B/USA/2021/6C5TS8	2021-XX-XX	USA	Homo sapiens	1
OK649371	RvA1B/USA/2021/6M69BG	2021-XX-XX	USA	Homo sapiens	1
OK649373	RvA1B/USA/2021/6XYXB9	2021-XX-XX	USA	Homo sapiens	1
OK649374	RvA1B/USA/2021/8QYGS3	2021-XX-XX	USA	Homo sapiens	1
OK649375	RvA1B/USA/2021/39TD7E	2021-XX-XX	USA	Homo sapiens	1
OK649382	RvA1B/USA/2021/B8SWH2	2021-XX-XX	USA	Homo sapiens	1
OK649383	RvA1B/USA/2021/BEPYLG	2021-XX-XX	USA	Homo sapiens	1
OK649390	RvA1B/USA/2021/EUEGND	2021-XX-XX	USA	Homo sapiens	1
OK649401	RvA1B/USA/2021/KMDPWM	2021-XX-XX	USA	Homo sapiens	1
OK649405	RvA1B/USA/2021/L8MQLH	2021-XX-XX	USA	Homo sapiens	1
OK649406	RvA1B/USA/2021/LFPEX3	2021-XX-XX	USA	Homo sapiens	1
OK649408	RvA1B/USA/2021/MNA8EJ	2021-XX-XX	USA	Homo sapiens	1
OK649411	RvA1B/USA/2021/NR6QEA	2021-XX-XX	USA	Homo sapiens	1
OK649414	RvA1B/USA/2021/R7JU5B	2021-XX-XX	USA	Homo sapiens	1
OK649415	RvA1B/USA/2021/T62B3R	2021-XX-XX	USA	Homo sapiens	1
OK649417	RvA1B/USA/2021/UYCYUB	2021-XX-XX	USA	Homo sapiens	1
OK649419	RvA1B/USA/2021/VN6XYS	2021-XX-XX	USA	Homo sapiens	1
OK649420	RvA1B/USA/2021/W5KKPL	2021-XX-XX	USA	Homo sapiens	1
OK649421	RvA1B/USA/2021/WAUW9V	2021-XX-XX	USA	Homo sapiens	1
OK649423	RvA1B/USA/2021/X2VRZ9	2021-XX-XX	USA	Homo sapiens	1
OK649424	RvA1B/USA/2021/YJT62Y	2021-XX-XX	USA	Homo sapiens	1
OL133725	RvA1B/USA/2021/3ZN9LU	2021-XX-XX	USA	Homo sapiens	1
OL133727	RvA1B/USA/2021/4YQRCM	2021-XX-XX	USA	Homo sapiens	1
OL133728	RvA1B/USA/2021/4Z8Q35	2021-XX-XX	USA	Homo sapiens	1
OL133729	RvA1B/USA/2021/5Q6L7V	2021-XX-XX	USA	Homo sapiens	1
OL133731	RvA1B/USA/2021/6PFBVN	2021-XX-XX	USA	Homo sapiens	1
OL133732	RvA1B/USA/2021/85JGH7	2021-XX-XX	USA	Homo sapiens	1
OL133737	RvA1B/USA/2021/FAN3G7	2021-XX-XX	USA	Homo sapiens	1
OL133742	RvA1B/USA/2021/HQMDJK	2021-XX-XX	USA	Homo sapiens	1
OL133743	RvA1B/USA/2021/J34T3W	2021-XX-XX	USA	Homo sapiens	1
OL133744	RvA1B/USA/2021/JC6DAC	2021-XX-XX	USA	Homo sapiens	1
OL133745	RvA1B/USA/2021/KXQYRY	2021-XX-XX	USA	Homo sapiens	1
OL133746	RvA1B/USA/2021/LJAK8W	2021-XX-XX	USA	Homo sapiens	1
OL133747	RvA1B/USA/2021/LMJ855	2021-XX-XX	USA	Homo sapiens	1
OL133749	RvA1B/USA/2021/NJX2RV	2021-XX-XX	USA	Homo sapiens	1
OL133751	RvA1B/USA/2021/PSC7PE	2021-XX-XX	USA	Homo sapiens	1
OL133752	RvA1B/USA/2021/R52AY6	2021-XX-XX	USA	Homo sapiens	1
OL133754	RvA1B/USA/2021/RL2RBN	2021-XX-XX	USA	Homo sapiens	1
OL133755	RvA1B/USA/2021/S92YGX	2021-XX-XX	USA	Homo sapiens	1
OL133759	RvA1B/USA/2021/V9GKMG	2021-XX-XX	USA	Homo sapiens	1
OL133762	RvA1B/USA/2021/VSUSFB	2021-XX-XX	USA	Homo sapiens	1
OL133763	RvA1B/USA/2021/WSGEMP	2021-XX-XX	USA	Homo sapiens	1
OL133764	RvA1B/USA/2021/XFBB6Z	2021-XX-XX	USA	Homo sapiens	1
OL133765	RvA1B/USA/2021/Y4PPHW	2021-XX-XX	USA	Homo sapiens	1
OK017929	RvA1B/USA/2021/DAQGEB	2021-XX-XX	USA	Homo sapiens	1
OK017933	RvA1B/USA/2021/FVDJ5W	2021-XX-XX	USA	Homo sapiens	1
OK017941	RvA1B/USA/2021/ML96F7	2021-XX-XX	USA	Homo sapiens	1
OK017956	RvA1B/USA/2021/SFJ6NZ	2021-XX-XX	USA	Homo sapiens	1
OK017968	RvA1B/USA/2021/YAL6GT	2021-XX-XX	USA	Homo sapiens	1
OK161353	RvA1B/USA/2021/3N8N54	2021-XX-XX	USA	Homo sapiens	1
OK161356	RvA1B/USA/2021/6MDZV3	2021-XX-XX	USA	Homo sapiens	1
OK161357	RvA1B/USA/2021/AB6TJB	2021-XX-XX	USA	Homo sapiens	1
OK161361	RvA1B/USA/2021/MP3DJV	2021-XX-XX	USA	Homo sapiens	1
OK161362	RvA1B/USA/2021/QA8DRR	2021-XX-XX	USA	Homo sapiens	1
OK161363	RvA1B/USA/2021/TWVJUG	2021-XX-XX	USA	Homo sapiens	1
OK161365	RvA1B/USA/2021/Y386KH	2021-XX-XX	USA	Homo sapiens	1
OK161369	RvA1B/USA/2021/3QN5TC	2021-XX-XX	USA	Homo sapiens	1
OK161370	RvA1B/USA/2021/5ER3L4	2021-XX-XX	USA	Homo sapiens	1
OK161376	RvA1B/USA/2021/9F2QYT	2021-XX-XX	USA	Homo sapiens	1
OK161379	RvA1B/USA/2021/BGM7P8	2021-XX-XX	USA	Homo sapiens	1
OK161383	RvA1B/USA/2021/GH26R3	2021-XX-XX	USA	Homo sapiens	1
OK161387	RvA1B/USA/2021/HCSZ7R	2021-XX-XX	USA	Homo sapiens	1
OK161388	RvA1B/USA/2021/HTGELU	2021-XX-XX	USA	Homo sapiens	1
OK161389	RvA1B/USA/2021/HUBVHZ	2021-XX-XX	USA	Homo sapiens	1
OK161390	RvA1B/USA/2021/HVMGSJ	2021-XX-XX	USA	Homo sapiens	1
OK161394	RvA1B/USA/2021/NYYGTE	2021-XX-XX	USA	Homo sapiens	1
OK161395	RvA1B/USA/2021/R6R44S	2021-XX-XX	USA	Homo sapiens	1
OK161399	RvA1B/USA/2021/TH253U	2021-XX-XX	USA	Homo sapiens	1
OK161401	RvA1B/USA/2021/USGUP7	2021-XX-XX	USA	Homo sapiens	1
OK161405	RvA1B/USA/2021/ZL3KWE	2021-XX-XX	USA	Homo sapiens	1
OK161407	RvA1B/USA/2021/2LECVY	2021-XX-XX	USA	Homo sapiens	1
OK161408	RvA1B/USA/2021/2MC654	2021-XX-XX	USA	Homo sapiens	1
OK161411	RvA1B/USA/2021/3EBZCD	2021-XX-XX	USA	Homo sapiens	1
OK161412	RvA1B/USA/2021/3MB4H3	2021-XX-XX	USA	Homo sapiens	1
OK181452	RvA1B/USA/2021/3Y86U8	2021-XX-XX	USA	Homo sapiens	1
OK181453	RvA1B/USA/2021/4KYTCF	2021-XX-XX	USA	Homo sapiens	1
OK181456	RvA1B/USA/2021/6JXZSA	2021-XX-XX	USA	Homo sapiens	1
OK181459	RvA1B/USA/2021/7ZB37V	2021-XX-XX	USA	Homo sapiens	1
OK181460	RvA1B/USA/2021/8JPTA2	2021-XX-XX	USA	Homo sapiens	1
OK181461	RvA1B/USA/2021/8V8XTX	2021-XX-XX	USA	Homo sapiens	1
OK181463	RvA1B/USA/2021/39J92X	2021-XX-XX	USA	Homo sapiens	1
OK181469	RvA1B/USA/2021/BDT7TZ	2021-XX-XX	USA	Homo sapiens	1
OK181470	RvA1B/USA/2021/BKCCJ9	2021-XX-XX	USA	Homo sapiens	1
OK181473	RvA1B/USA/2021/DR2R7H	2021-XX-XX	USA	Homo sapiens	1
OK181474	RvA1B/USA/2021/EUEGND	2021-XX-XX	USA	Homo sapiens	1
OK181476	RvA1B/USA/2021/GADR6Z	2021-XX-XX	USA	Homo sapiens	1
OK181477	RvA1B/USA/2021/GZ5ZEE	2021-XX-XX	USA	Homo sapiens	1
OK181478	RvA1B/USA/2021/HMGH6S	2021-XX-XX	USA	Homo sapiens	1
OK181479	RvA1B/USA/2021/HMUAKS	2021-XX-XX	USA	Homo sapiens	1
OK181481	RvA1B/USA/2021/HYVM95	2021-XX-XX	USA	Homo sapiens	1
OK181483	RvA1B/USA/2021/L5LBZA	2021-XX-XX	USA	Homo sapiens	1
OK181485	RvA1B/USA/2021/LX546E	2021-XX-XX	USA	Homo sapiens	1
OK181489	RvA1B/USA/2021/P2P9M5	2021-XX-XX	USA	Homo sapiens	1
OK181490	RvA1B/USA/2021/P4MNWU	2021-XX-XX	USA	Homo sapiens	1
OK181496	RvA1B/USA/2021/U7VPUU	2021-XX-XX	USA	Homo sapiens	1
OK181498	RvA1B/USA/2021/UPD5SF	2021-XX-XX	USA	Homo sapiens	1
OK181502	RvA1B/USA/2021/XFBB6Z	2021-XX-XX	USA	Homo sapiens	1
MZ670573	RvA1B/USA/2021/3S84BZ	2021-XX-XX	USA	Homo sapiens	1
MZ670574	RvA1B/USA/2021/5MH22R	2021-XX-XX	USA	Homo sapiens	1
MZ670578	RvA1B/USA/2021/AES9RJ	2021-XX-XX	USA	Homo sapiens	1
MZ670579	RvA1B/USA/2021/BXD742	2021-XX-XX	USA	Homo sapiens	1
MZ670582	RvA1B/USA/2021/FWQX2N	2021-XX-XX	USA	Homo sapiens	1
MZ670587	RvA1B/USA/2021/QA7ALN	2021-XX-XX	USA	Homo sapiens	1
MZ670594	RvA1B/USA/2021/XG7MUS	2021-XX-XX	USA	Homo sapiens	1
MZ835563	RvA1B/USA/2021/7VSRWH	2021-XX-XX	USA	Homo sapiens	1
MZ835578	RvA1B/USA/2021/GU74HA	2021-XX-XX	USA	Homo sapiens	1
MZ835580	RvA1B/USA/2021/H6Z3FF	2021-XX-XX	USA	Homo sapiens	1
MZ835584	RvA1B/USA/2021/JGBNKW	2021-XX-XX	USA	Homo sapiens	1
MZ835589	RvA1B/USA/2021/LJE2HU	2021-XX-XX	USA	Homo sapiens	1
MZ835592	RvA1B/USA/2021/MFPACT	2021-XX-XX	USA	Homo sapiens	1
MZ835594	RvA1B/USA/2021/N4N767	2021-XX-XX	USA	Homo sapiens	1
MZ835603	RvA1B/USA/2021/THHBTV	2021-XX-XX	USA	Homo sapiens	1
MZ835605	RvA1B/USA/2021/VKEPVZ	2021-XX-XX	USA	Homo sapiens	1
MZ835606	RvA1B/USA/2021/VM5WYV	2021-XX-XX	USA	Homo sapiens	1
MZ835607	RvA1B/USA/2021/VXJC7C	2021-XX-XX	USA	Homo sapiens	1
MZ835611	RvA1B/USA/2021/WNTWXW	2021-XX-XX	USA	Homo sapiens	1
MZ540949	RvA1B/USA/2021/VQ5TKP	2021-XX-XX	USA	Homo sapiens	1
MZ629114	RvA1B/USA/2021/2Y3N7K	2021-XX-XX	USA	Homo sapiens	1
MZ629117	RvA1B/USA/2021/4R7VCD	2021-XX-XX	USA	Homo sapiens	1
MZ629118	RvA1B/USA/2021/5GTML3	2021-XX-XX	USA	Homo sapiens	1
MZ629124	RvA1B/USA/2021/8URWCP	2021-XX-XX	USA	Homo sapiens	1
MZ629127	RvA1B/USA/2021/95ZRHK	2021-XX-XX	USA	Homo sapiens	1
MZ629132	RvA1B/USA/2021/BAXZGC	2021-XX-XX	USA	Homo sapiens	1
MZ629138	RvA1B/USA/2021/EKCWRA	2021-XX-XX	USA	Homo sapiens	1
MZ629149	RvA1B/USA/2021/LVZ9KN	2021-XX-XX	USA	Homo sapiens	1
MZ629152	RvA1B/USA/2021/M45QN3	2021-XX-XX	USA	Homo sapiens	1
MZ629153	RvA1B/USA/2021/MFLFVA	2021-XX-XX	USA	Homo sapiens	1
MZ427506	RvA1B/USA/2021/TX294A	2021-XX-XX	USA	Homo sapiens	1
MZ460672	RvA1B/USA/2021/3SB2A9	2021-XX-XX	USA	Homo sapiens	1
MZ460674	RvA1B/USA/2021/4WVKTL	2021-XX-XX	USA	Homo sapiens	1
MZ460699	RvA1B/USA/2021/NKT539	2021-XX-XX	USA	Homo sapiens	1
MZ460702	RvA1B/USA/2021/RYPBHR	2021-XX-XX	USA	Homo sapiens	1
MZ268665	RvA1B/USA/2021/DX5LSA	2021-XX-XX	USA	Homo sapiens	1
MZ268672	RvA1B/USA/2021/SAT663	2021-XX-XX	USA	Homo sapiens	1
MZ268703	RvA1B/USA/2021/3NKSBK	2021-XX-XX	USA	Homo sapiens	1
MZ268732	RvA1B/USA/2021/LKMNYG	2021-XX-XX	USA	Homo sapiens	1
MZ268740	RvA1B/USA/2021/WKRB6G	2021-XX-XX	USA	Homo sapiens	1
MZ363421	RvA1B/USA/2021/25V5U6	2021-XX-XX	USA	Homo sapiens	1
MZ153265	RvA1B/USA/2021/255235	2021-XX-XX	USA	Homo sapiens	1
MZ153280	RvA1B/USA/2021/367548-4	2021-XX-XX	USA	Homo sapiens	1
MN749147	12J7	2015-XX-XX	USA	Homo sapiens	1
MN749150	12L1	2015-XX-XX	USA	Homo sapiens	1
MN749153	12M3	2015-XX-XX	USA	Homo sapiens	1
MN749156	12O2	2015-XX-XX	USA	Homo sapiens	1
MN749157	12O3	2015-XX-XX	USA	Homo sapiens	1
MK501734	S6-UI/CO/2018	2018-XX-XX	Colombia	Homo sapiens	1
MK501745	S54-UI/CO/2018	2018-XX-XX	Colombia	Homo sapiens	1
MF973193	5Q1	2017-12-09	USA	Homo sapiens	1
MF973194	7A2	2017-12-09	USA	Homo sapiens	1
KY369898	SC9813	2016-XX-XX	USA	Homo sapiens	1
KC881032	HRV-1B_P1	2011-XX-XX	USA	Mus musculus	1
KC881033	HRV-1B_P6	2011-XX-XX	USA	Mus musculus	1
KC881034	HRV-1B_P10	2011-XX-XX	USA	Mus musculus	1
KC881035	HRV-1B_P27	2011-XX-XX	USA	Mus musculus	1
KC894166	HRV-1A_P1	2011-XX-XX	USA	Mus musculus	None
KC894167	HRV-1A_P6	2011-XX-XX	USA	Mus musculus	None
KC894168	HRV-1A_P8	2011-XX-XX	USA	Mus musculus	None
KC894169	HRV-1A_P25	2011-XX-XX	USA	Mus musculus	None
JQ837724	HRV-A01_p1143_sR2058_2009	2009-XX-XX	USA	Homo sapiens	None
JN815255	HRV-A01_p1103_sR1167_2009	2009-11-04	USA	Homo sapiens	None
JN837694	HRV-A01_p1171_sR1211_2009	2009-09-19	USA	Homo sapiens	None
JN798558	HRV-A01_p1001_sR5_2008	2008-03-05	USA	Homo sapiens	None
FJ445111	ATCC VR-1559	2009-04-10	None	None	1
D00239	None	2020-10-03	None	None	1
